,PageLink,Title,Article,Date,Topic
86,https://www.flightglobal.com/strategy/pandemic-resurgence-threatens-to-choke-off-recovery-iata/139092.article,Pandemic resurgence threatens to choke off recovery: IATA,"Recent growth in the number of coronavirus cases is harming the recovery in air passenger demand and could lead IATA to downgrade its passenger estimates for the remainder of the year, the association has warned. IATA notes that passenger demand in May was down 91% from the same month last year. This represents a ""mild uptick” from the 94% annual drop seen in April, driven by a recovery in domestic markets, especially China. But data from the second half of June shows that as the number of worldwide coronavirus cases has accelerated over the period, net bookings have again begun to decline. Speaking during IATA's weekly press call, chief economist Brian Pearce highlighted that although June looked better than May ""on average”, the reduction during the second half of the month ""is causing us to be cautious about prospects in the next few months”. He adds that there is a ""downside risk” to the association's current projections. ""We still expect an improvement, but not as much as our baseline,” says Pearce. Illustrating the deteriorating market conditions, Pearce showed an updated estimate of revenue passenger-kilometres for 2020 with a downside risk scenario under which RPKs recover only to a fall of 53% in December 2020, versus the recently published baseline scenario of a 36% reduction. The risk is largely focused on emerging markets and US international flights, as these regions are seeing the bulk of the rise in fresh cases. Together they account for 37% of global RPKs. Looking at the wider market, Pearce notes that growing business confidence will not necessarily translate to higher corporate travel numbers because companies are likely to be reluctant to allow their staff to travel while the risk of infection remains. The majority of passengers travel for leisure or to visit friends and family, but confidence among this constituency also remains low. Besides domestic Chinese demand, ""[in] other key markets – the US, Germany, UK – we've not really seen a pick-up at all in confidence”, Pearce points out. IATA director general Alexandre de Juniac offers a frank assessment: ""May was not quite as terrible as April. That's about the best thing that can be said. ""As predicted, the first improvements in passenger demand are occurring in domestic markets. International traffic remained virtually stopped in May. ""We are only at the very beginning of a long and difficult recovery. And there is tremendous uncertainty about what impact a resurgence of new Covid-19 cases in key markets could have.”",1-Jul-20,"Coronavirus, Fleets, Networks"
87,https://www.flightglobal.com/strategy/uk-based-ryanair-pilots-accept-temporary-pay-cuts/139086.article,UK-based Ryanair pilots accept temporary pay cuts,"UK pilot union BALPA has disclosed that members employed byRyanairhave voted 96% in favour of taking temporary pay cuts to save under-threat jobs. Ryanairhad in May warned that 330 pilot jobs were at risk in the UK, including 70 from the potential closure of four bases:Leeds Bradford,Prestwick, Bournemouth and Southend. BALPA says ""intensive negotiations” with the airline have yield a package of cost savings. Pilots have accepted a 20% pay reduction to save 260 of the at-risk jobs. Most of the rest are linked to the mooted base closures and ""still to be resolved”, adds the union. It vows: ""We will remain in negotiations with the airline about those jobs and aim to protect those too.” Pilot pay will be restored to 100% over the next four years, BALPA stresses. Ryanairchief executive Michael O'Leary had earlier on 1 July signaled that most of the pilot and cabin crew job losses outlined in May could be avoided if employees agreed to pay reductions. Appearing on the BBC asRyanairbegan began reinstating 40% of its normal capacity across 90% of its network, O'Leary said: ""We've already announced about 3,000 job losses but we're engaged in extensive negotiations with our pilots, our cabin crew, and we're asking them to all take pay cuts as an alternative to job losses.” He added that the Irish low-cost carrier was seeking reductions starting at 20% ""from the best-paid captains” and 5% ""from the lowest-paid flight attendants”. With those savings, ""we can avoid most but not all job losses”, said O'Leary. In early May,Ryanairdisclosed preparations to eliminate up to 3,000 crew positions from July and close a number of European bases. It also axed more than 250 office-based jobs at four locations. The airline said its restructuring would involve unpaid leave as well as pay cuts.",1-Jul-20,"Coronavirus, Europe, Fleets, Networks, Ryanair"
88,https://www.flightglobal.com/safety/united-777-blade-failure-followed-prolonged-gap-in-pandw-inspection-training/139085.article,United 777 blade failure followed prolonged gap in P&W inspection training,"US investigators believe prolonged absence of formal training and certification for a fan-blade inspection technique resulted in a flawed blade being returned to service and subsequently fracturing on a United Airlines Boeing 777-200. The fracture in the right-hand Pratt & Whitney PW4000 fan blade, during cruise at 36,000ft on 13 February 2018, led to the loss of most of the inlet duct and all of the left and right fan cowls. It also resulted in debris – believed to be from a blade – puncturing the right-hand side of the fuselage, just below the window line. Extensive inlet damage was caused to the PW4000 engine after the blade failure National Transportation Safety Board investigators found that Pratt & Whitney developed a new inspection process, known as thermal acoustic imaging, around 2005. This process was designed to inspect the interior surfaces of the PW4000 fan blades, and detect cracking in the hollow core, using sound energy to generate friction across any discontinuities which can then be picked up by thermal sensors. Pratt & Whitney classified the process as 'new and emerging technology', in line with industry practice for newly-introduced non-destructive inspection methods. This meant it did not need to develop a formal initial and recurrent training programme. But the inquiry found that – even after 13 years – the manufacturer was using the same classification for the technique, despite having inspected over 9,000 blades, and did not have a defined training and certification regime. Two shift inspectors, including the one who last inspected the blade, told the inquiry that their training on the technique amounted to 40h on-the-job training, whereas certification for eddy current and ultrasonic inspection involved extensive classroom training and up to 1,600h of practical experience. ""At one point [Pratt & Whitney] did provide training on [the technique],” says the inquiry. ""However, neither of the two inspectors were permitted to attend the training so that they could work to clear out a backlog of blades in the shop.” The inspector who worked on the blade also claimed that there was no feedback from engineers about whether any blade rejections were valid or false. Investigators determined that thermal acoustic imaging inspections of the United 777 blade in March 2010 and in July 2015 revealed indications in the same location as the subsequent low-cycle fatigue crack. This finding, after the incident, spurred Pratt & Whitney to order a review of over 9,600 previously-inspected blades. Pratt & Whitney also reported that they had developed a curriculum for initial and recurrent training on the inspection technique following the event. None of the 378 occupants of the aircraft, which was nearing its destination, Honolulu, at the time, was injured.",1-Jul-20,"Engines, MRO, North America, Ops & safety, United Airlines"
89,https://www.flightglobal.com/strategy/corsia-airline-emissions-baseline-to-exclude-2020-data-says-icao/139081.article,"CORSIA airline emissions baseline to exclude 2020 data, says ICAO","The ICAO Council has decided to disregard data from 2020 when calculating the baseline emissions for the CORSIA global carbon offsetting scheme for commercial aviation, in light of the coronavirus pandemic. Instead, the UN body agreed on 30 June, the baseline will be calculated using only 2019 emissions data. ""Council states today have made a measured assessment and have come to the most reasonable solution available given our current and very extraordinary circumstances,” states ICAO Council president Salvatore Sciacchitano. The coronavirus outbreak has significantly reduced international aviation operations, ICAO says, meaning the 2020 data would skew the two-year average and create ""an inappropriate economic burden to aeroplane operators, due to the need to offset more emissions although they are flying less and generating less emissions”. As part of CORSIA's phased introduction, a first tranche of airlines is due to begin offsetting growth in CO2 emissions from international operations in 2021. That carbon-neutral growth was originally intended to be based on an average of emissions data from operations in 2019 and 2020, but the calculation will now be based solely on data from the former year. Absent such an amendment, the baseline would have been much lower than expected – a development that would ""disrespect the originally-agreed intention and objectives of ICAO's 193 Member States when they adopted CORSIA in October 2016”, says ICAO. The organisation notes that an earlier resolution included ""modalities to adjust CORSIA both in case of an unforeseen circumstance that affects the sustainability of the scheme or an inappropriate economic burden such as that caused by Covid-19”. Other elements of CORSIA have also been amended to consider only 2019 data, including the ""emission threshold for CORSIA new entrants, and the selection of an operators' emission basis for offset calculation during the pilot phase”. ICAO adds that ""there could be implications to the subsequent phases of CORSIA in light of how the sector's recovery would take place, and more data and analysis of the situation and impacts on CORSIA will be needed”. Bodies such as airline industry association IATA and the Air Transport Action Group (ATAG) – an independent coalition of which IATA is a member alongside organisations including Airbus, Boeing and Airports Council International – had called for 2020 data to be excluded from the baseline in recent months. Several environmental lobby groups have already criticised ICAO's decision to revise CORSIA's baseline emissions level, however, saying it calls into question the airline industry's commitment to reducing its impact on the environment.",1-Jul-20,"Coronavirus, Fleets, Networks"
90,https://www.flightglobal.com/helicopters/airbus-helicopters-gains-certification-for-new-h160/139084.article,Airbus Helicopters gains certification for new H160,"Airbus Helicopters has gained European type certification for its new H160 medium-twin, although it must wait until it secures US approval later this year before it can deliver the initial example. Although Babcock had previously been listed as launch customer, first delivery will now go to an undisclosed US operator, says the airframer. European Union Aviation Safety Agency (EASA) certification documentation refers to the specific model as the H160-B. Maximum take-off weight is listed as 6.1t. The helicopter is also validated for day or night visual flight rules operations, plus instrument flight rules in non-icing conditions, the documentation discloses. ""We are proud that the H160 has received its EASA type certificate. This achievement represents years of hard work designing, industrialising and defining the support ecosystem with our suppliers and partners and I would like to thank everyone who has dedicated their time and energy to turning this next generation helicopter into reality,” says Bruno Even, Airbus Helicopters chief executive. ""I now look forward to the H160 entering into service and offering its innovative features that bring competitiveness alongside additional comfort and safety to customers worldwide.” Three prototypes and the first serial aircraft were used for the development campaign, along with dedicated ground-based test assets. In total, 1,500 flight hours were logged ahead of certification, including customer demonstration flights. Launched in 2015 and powered by twin 1,280shp (955kW) Safran Helicopter Engines Arrano-1A turboshafts, certification for the H160 comes around two years later than originally planned. Initial development of the civil model will be followed by a military variant for launch customer France, where it will be known as the Guepard and operate for all three services.",1-Jul-20,"Helicopters, Helicopters"
91,https://www.flightglobal.com/airlines/el-al-reiterates-concerns-over-survival-as-losses-mount/139083.article,El Al reiterates concerns over survival as losses mount,"Israeli flag-carrier El Al has reiterated that a financial support scheme is critical to the airline's survival, as it disclosed a net first-quarter loss of nearly $140 million. El Al says financial assistance is ""essential” to its being able to deal with the coronavirus crisis. At the end of the first quarter, on 31 March, the company's current assets totalled $324 million, down by $162 million, while its current liabilities had risen by $1.1 billion to nearly $2.2 billion. El Al attributes this sharp increase – and the consequent trebling of working-capital deficit – to a requirement that, owing to the company's situation, certain loans be classified as short-term liabilities. Its non-current assets stood at $3.06 billion while non-current liabilities reached $1.27 billion, leaving the company in overall negative equity. ""There are significant doubts about the company's continued existence as a going concern,” it warns. El Al has also had to cope with the impact of deteriorating aircraft values, because conditions attached to certain loans require a minimum ratio to be maintained between the value of aircraft and the loans secured on them. Non-compliance would give the lending banks the right to a $30 million payment, but the airline has obtained a waiver from the ratio requirement. Consultancy BDO has carried out a valuation of the El Al fleet, which comprised 45 aircraft at the end of March. El Al's revenues for the first quarter slumped by 25% to $321 million, the airline states. But its operating expenditure only fell by 10%, to $362 million, in the same period. The carrier's pre-tax loss of $161 million was more than double the $71 million figure recorded for the first quarter of 2019. It has been negotiating a $400 million loan backed by the government, and prepared a business plan outlining a number of scenarios – including ""streamlining” measures and a ""gradual and limited” operation of the fleet – for an exit from the crisis. El Al says the loan is conditional on a number of issues including a new collective agreement with employees, to improve efficiency, the release of surplus funds from a central repository, and completion of certain sale-and-leaseback transactions. Israel's government has been proposing an alternative plan involving a combination of a $250 million loan and the issue of $150 million in new shares. El Al reached an agreement in the last week of June to amend working agreements with its cabin crew, a deal aimed at saving $30 million. The agreement was reached with the trade union centre Histadrut and the transport workers' union. El Al employs around 1,400 flight attendants.",1-Jul-20,"Air Transport, El Al, Middle East"
92,https://www.flightglobal.com/fixed-wing/european-tanker-fleet-arrival-plugs-critical-capability-gap-for-nato/139082.article,European tanker fleet arrival plugs critical capability gap for NATO,"NATO has hailed the collaborative approach taken by six nations to address a critical shortfall in the availability of non-US air-to-air refuelling assets, after a first pooled tanker arrived at Eindhoven air base in the Netherlands. A multinational unit formed with personnel from Belgium, the Czech Republic, Germany, Luxembourg, the Netherlands and Norway will operate an eight-strong fleet of Airbus Defence & Space A330 multi-role tanker transports (MRTTs) via an initiative launched by the European Defence Agency (EDA) in 2012. An acquisition via Europe's OCCAR defence procurement agency was launched after the lack of dedicated tanker aircraft among European NATO nations was highlighted during the Alliance-led Operation Unified Protector campaign over Libya the previous year. A first tanker/transport for the NATO Multinational MRTT Fleet (MMF) arrived in Eindhoven on 30 June, following a transfer from Airbus's Getafe modification site near Madrid. The aircraft carries the registration T-055. ""This is a prime example of European defence cooperation done in close coordination with NATO, which shows that once a capability shortfall has been jointly identified, European nations can pull together, work on a common project aimed at filling the gap, and eventually deliver,” says EDA chief executive Jiri Sedivy. ""It's pooling and sharing at its best,” he adds. ""The aircraft can help respond to crises such as the Covid-19 emergency, by moving medical supplies and conducting medical evacuations. However, the fleet will probably have the most profound impact within the air-to-air refuelling mission, an area where historically many European allies have lacked capacity,” says NATO assistant secretary general for defence investment Camille Grand. ""Therefore, the MRTT fleet will help contribute to a fairer transatlantic burden-sharing at NATO.” Supplied in a 200-seat passenger configuration, the MMF's Rolls-Royce Trent 772-powered A330s feature underwing hose-and-drogue refuelling pods and a boom installed beneath the rear fuselage. A second A330 is due for arrival in July, with deliveries to continue at roughly six-month intervals until all eight ordered examples are in use before the end of 2024. Five aircraft will operate from the MMF's main operating base in Eindhoven, with the other three to be located in Cologne. If further options are exercised, the pooled fleet could eventually be increased to 11 aircraft.",1-Jul-20,"Defence, Fixed-wing, NATO"
93,https://www.flightglobal.com/airlines/garuda-posts-sharp-fall-in-first-quarter-operating-profit/139080.article,Garuda posts sharp fall in first-quarter operating profit,"Garuda Indonesiaposted an operating profit of $616,000 in the first quarter of 2020, a sharp fall from the $49.4 million profit in the same period last year. Revenue for the quarter ended 31 March fell by 30.1% year-on-year to $768 million, led by a 29.2% decline in revenues from scheduled passenger services to nearly $655 million. The carrier's expenses declined 9.9% to nearly $946 million, due to a reduction in costs associated with flying operations, airports, as well as passenger services. On the other hand, administrative and aircraft maintenance costs increased. Despite the operating profit, the airline recorded a net loss of $120 million due to significantly higher finance costs, compared to a $20.5 million net profit in the first quarter of 2019. As of 31 March, Garuda had $163 million in cash and cash equivalents, down from $337 million a year before. The SkyTeam alliance member says it is exploring options to overcome challenges caused by the Covid-19 pandemic. These include rightsizing capacity, offering discounts on selected routes, optimising cargo and charter services, renegotiating with its vendors to reduce cost and obtain payment delays, and early termination of aircraft leases. It will also work in ""close coordination” with the Indonesian government, particularly on any potential evaluation to the price floor and price ceiling on air tickets, following the government's decision on 8 June to impose a 70% capacity limit on all aircraft in a bid to contain the spread of Covid-19.",1-Jul-20,"Airlines, Asia Pacific, Coronavirus"
94,https://www.flightglobal.com/helicopters/belgium-hits-out-over-poor-industrial-support-as-it-cuts-nh90-tth-helicopter-flights/139062.article,Belgium hits out over poor industrial support as it cuts NH90 TTH helicopter flights,"Belgium has delivered stinging criticism of the NH Industries (NHI) consortium, blaming a lack of industrial support, low availability rates and looming costly upgrades for its decision to slash by 40% operations of the four NH90 troop transport helicopters flown by the Belgian Air Component. Announced on 24 June, Brussels says the move was driven by the type's ""limited operational output which is due to imperfect industrial support (which is threatened to reduce in the coming years), and the requirement for necessary but costly upgrades”. Among Belgium's chief complaints are the ""very long lead times for the delivery of spares, the very long turnaround times for repairs and responsiveness related to engineering advice”. As a result, ""operational output” has been ""limited in quantity, not quality”, says the nation's defence ministry. ""With four helicopters we were able to deliver a very limited operational output only, during certain periods per year and provided there was a long lead-time.” Low serviceability levels ""worsened this situation”, it adds. The NH90 TTHs have an availability rate of just 38%, which ""is very similar to the average availability of all NH90 users”, says the defence ministry. In addition, it expects support from NHI – which comprises Airbus Helicopters, Leonardo Helicopters and Fokker – will reduce in the future. ""Given the [multiple] configurations of the TTH variant [developed] during the execution of the programme, the industrial support will decline during the whole duration of the programme,” it adds. That issue has dogged the NH90 for many years, with executives repeatedly attempting to reign in the country-specific modifications which have added complexity for the industrial partners. In addition, future upgrades are needed for ""operational and legal reasons” which would take 18 months per helicopter, the ministry says. NHI was unavailable to comment. While Belgium also cites a lack of personnel as a reason for the future reduction in flights, it says there is no lack of TTH pilots. In fact ""we will even have to reorient some TTH pilots to other platforms”, it says. This may include the four maritime NFH variants operated in support of the navy, which are now the ministry's ""primary focus”. Options for the future helicopter support of the land forces, including medical evacuation missions, are still being studied, it adds. Separately, Belgium has announced that it will ""accelerate the retirement” of its three Israel Aerospace Industries B-Hunter unmanned air vehicles. These are plagued by ""low availability” and ""no longer meet the standards and requirements of current operational theatres”. ""Early decommissioning will allow personnel to optimally prepare for the planned deployment in 2023 of the [General Atomics Aeronautical Systems] MQ-9B SkyGuardian and to strengthen other weapon systems,” says the ministry.",1-Jul-20,"Defence, Europe, Helicopters"
95,https://www.flightglobal.com/safety/atsb-commends-r-r-response-to-2017-trent-700-blade-failure/139079.article,ATSB commends R-R response to 2017 Trent 700 blade failure,"Rolls-Royce took several safety actions related to the Trent 700 engine following a 2017 fan blade failure suffered by an AirAsia X Airbus A330-300. The failure occurred in engine No. 1 after the aircraft, 9M-XXE (MSN1075), took off from Perth operating flight XAX237 to Kuala Lumpur on 25 June 2017, says the Australian Transport Safety Bureau (ATSB) in its final report into the incident, which it classifies as ""serious.”  ""Approximately one hour into the flight, during a step change in altitude, the flight crew heard a metallic bang, significant vibration started through the airframe and ENG 1 [left] STALL warning was presented to the flight crew,” says ATSB. ""The flight crew completed the relevant engine failure procedure and commenced a single-engine return to Perth.” After the aircraft landed safely, it was observed that three quarters of one fan blade was missing. Investigations revealed that the failure was due to a premature onset of fatigue cracking in a high-stress area, stemming from an artefact of the blade's manufacturing process. ""As a result of a number of previous fan blade failures, the engine manufacturer had instigated a non-destructive inspection programme designed to detect internal cracking,” says ATSB. ""Although the failed blade had been subjected to this inspection, the fatigue crack progressed to failure before its next scheduled inspection. As such, it was found that the inspection interval was too great to capture the crack that developed in this blade before it reached a critical size.” ATSB cited a number of safety actions taken by R-R to address the issue, namely service bulletins. One cut the inspection interval from 2,400 to 1,200 cycles, another introduced an improved inspection process. One service bulletin called for the inspection of fan blades that had showed defects during their last inspection that were below the threshold for action. ""This investigation demonstrates the importance for manufacturers of critical components, and regulators monitoring the manufacturers, to have systems in place to quickly identify core issues and put in place measurers to mitigate risk,” says the ATSB. ""This incident represents a good example of how manufacturers, through quick and positive actions can communicate engineering solutions and technical information to operators and maintenance providers through messages, service bulletins and service letters.” None of the 10 crew or 357 passengers were injured during the incident.",1-Jul-20,"Asia Pacific, Ops & safety"
96,https://www.flightglobal.com/defence/canberra-recasts-airpower-plans-for-great-power-competition/139078.article,Canberra recasts airpower plans for great power competition,"Australia will invest A$65 billion ($63 billion) in airpower over the coming decade, as it shifts its defence focus to deal with a more dangerous Asia-Pacific region. In a major update to the country's 2016 Defence White Paper, Canberra will invest approximately A$270 billion in defence over the next 10 years, with an eye to deterring foes at longer ranges and securing supply chains. ""Our region is in the midst of the most consequential strategic realignment since the Second World War, and trends including military modernisation, technological disruption and the risk of state-on-state conflict are further complicating our nation's strategic circumstances,” says prime minister Scott Morrison. ""The Indo-Pacific is at the centre of greater strategic competition, making the region more contested and apprehensive. These trends are continuing and will potentially sharpen as a result of the coronavirus pandemic.” The update covers all areas of military power: air, land, sea, space, and cyber. The air domain will cover 24% of all spending, second behind the maritime domain with 28%. ""Australia requires a technologically advanced strike and air combat capability which must be capable of defeating threats as far from Australia or its deployed forces as possible,” says the update. ""As well as possessing potent weapons, our air combat capabilities must be fully integrated with supporting intelligence, surveillance, reconnaissance and logistics systems.” The update stresses continued acquisition of the Royal Australian Air Force's (RAAF's) planned 72 Lockheed Martin F-35As, adding that a replacement will be sought in the late 2030s. A replacement for the Boeing EA-18G Growler electronic warfare aircraft is also foreseen from the late 2020s. An ""Additional Air Combat Capability” with funding of A$4.5-6.7 billion is listed from the mid-to-late 2020s. It is not clear precisely what this refers to, but local trade publicationADBRsuggests it could mean upgrading Royal Australian Air Force Boeing F/A-18F Super Hornets to a Block III configuration, acquiring additional F-35As, or adding unmanned combat air systems - or some combination of these options. ""Teaming Air Vehicles” are listed as a separate requirement, with funding planned from the late 2020s out to 2040. In addition, the Boeing E-7A Wedgetail airborne early warning and control system aircraft will receive capability updates, pending its replacement in the late 2020s. ""Plans for the E-7A replacement will now involve increasing the fleet to provide greater coverage of the highly-complex future air and joint-battlefield environment that will include a proliferation of autonomous systems and long-range and high-speed weapons.” The air force's Lockheed C-130J tactical transports will be replaced from the late 2020s, while the Airbus Defence & Space A330 multi-role tanker transport (MRTT) will be replaced from the early 2030s. In the shorter term, plans for two additional MRTTs (designated the KC-30A in Australian service) will be scrapped, with money saved going to improve the availability of the RAAF's existing inventory. ""New investment will include larger replacement fleets for the C-130J Hercules transport and the KC-30A air-to-air refuelling aircraft,” says a factsheet issued with the update. The KC-30A replacement could include both manned and unmanned systems, to better allow the RAAF to sustain long-range operations. In addition to research on high-speed, long-range strike systems, including hypersonic weapons, the update calls for the ""procurement and integration of advanced longer-range strike weapon systems onto combat aircraft to allow the air force to operate at greater range and avoid increasingly sophisticated air defences.” Loitering munitions will be sought to give the RAAF more options for ""persistent presence and strike in an increasingly complex environment”. Updated self-protection systems will be installed on a ""range of aircraft” to improve survivability against advanced threats. Canberra will also beef up the capabilities of air bases in the country's north to improve their survivability in the event of a chemical, biological, radiological or nuclear attack. Army and naval airpower will also see significant updates. In addition to the ongoing effort to replace the army's Airbus Helicopters Tiger fleet, a new ""long-range rotorcraft” is planned from the late 2020s. As for the navy, the Sikorsky MH-60R is seen as serving beyond 2035. The update also lists a new ""logistics helicopter” that will be obtained from the mid-2020s. ""Improved weapon systems, with longer range and greater survivability, will give Defence the capability to deter or defeat attacks as far from Australia as possible,” states the update. ""New and existing aircraft will combine with remotely piloted and autonomous systems to provide increased lethality and survivability. An expansion of the air mobility fleet will improve Defence's ability to support and project our forces across Australia, the Indo-Pacific and further afield, when required.”",1-Jul-20,"Asia Pacific, Defence"
97,https://www.flightglobal.com/aerospace/pandemic-pushes-gmf-aeroasia-into-the-red/139077.article,Pandemic pushes GMF AeroAsia into the red,"GMF AeroAsia slipped into the red for the first quarter of the year, on the back of higher expenses and falling revenue amid the coronavirus outbreak. For the quarter ended 31 March, the MRO unit of Garuda Indonesia posted an operating loss of $32.4 million, reversing the $8.29 million profit it made the same period in 2019. Expenses rose nearly 25% year-on-year to about $140 million, led by increases in employee and subcontracting expenses. Revenue for the period dipped 10.8% to $107 million. The company also recorded a net loss of $31.2 million for the period. GMF ended the quarter with significantly lower cash and cash equivalents than at the start of the year €” $3.2 million, compared to nearly $27 million as at 1 January. The company flagged cash flow €” amid the impact from the coronavirus outbreak €” as a key concern going forward. ""The group's ability to maintain its business as a going concern and to face external challenges depends on [its] ability to generate sufficient cash flow, including from the collection of trade receivables and gross receivables from airline customers, to meet its liabilities on a timely basis and to comply with the terms and conditions of the loans, as well as [its] ability to improve its operations, performance and financial position,” it states. GMF, in an earlier earnings guidance, had warned of a significant revenue loss €” to the tune of between 25 and 50% €” for the period, with a 75% year-on-year fall in net profit for the period. It added that the outbreak has affected line maintenance work both inside and outside of Indonesia because of reduced flight activity. GMF has also had to cut back on repair and overhaul work, as part of pandemic prevention measures.",1-Jul-20,"Aerospace, Asia Pacific, Coronavirus, MRO"
98,https://www.flightglobal.com/networks/thailand-to-ease-international-flight-ban/139076.article,Thailand to ease international flight ban,"Thailand will ease a ban on international passenger flights into the country from 1 July, nearly three months after first imposing it on 4 April. The Civil Aviation Authority of Thailand will permit international passenger flights to operate into Thailand carrying 11 permitted categories of passenger. These include returning Thai nationals; foreign nationals with a valid Thai work permit, or those studying in the country; and any passenger covered by a ""special arrangement” with a foreign country. The authority did not specify if transit passengers are allowed, or when scheduled international passenger flights will resume. Thailand will continue to allow emergency landings, technical stops, cargo flights, repatriation flights, as well as humanitarian, medical and relief missions into the country. Also allowed with be state and military flights. The easing comes as Thailand extends its national state of emergency by an additional month to 31 July. Singapore newspaperThe Straits Timeshas reported that businesspeople and technical experts from China, Hong Kong, Japan, Singapore and South Korea will be allowed to enter Thailand under special arrangements, but will be quarantined for 14 days upon arrival. Since May, Thai carriers such as Bangkok Airways, Thai AirAsia, and Thai Lion Air have resumed domestic flights. Thai Airways and Thai AirAsia X have not said when flights will resume. NokScoot, meanwhile, is set to cease operations. It announced on 26 June that its board had decided to liquidate the company, and that shareholders would ""deliberate the same resolution” at a general meeting in ""about 14 days”. All seven Boeing 777-200ERs the long-haul airline used to operate will be returned to Singapore Airlines. Thailand, with a population of about 66 million, has nearly 3,200 confirmed coronavirus cases and 58 deaths as of 30 June, based on data compiled by Johns Hopkins University.",1-Jul-20,"Airlines, Asia Pacific, Coronavirus, Networks"
99,https://www.flightglobal.com/airlines/air-cargo-demand-still-outstripping-capacity-iata/139075.article,Air cargo demand still outstripping capacity: IATA,"Despite an ongoing collapse in demand for air cargo, the loss of bellyhold space in passenger aircraft means that global freight capacity is still struggling to cope with the volume of goods that needs transporting, IATA data shows. The airline association says that while global demand as measured by cargo tonne-kilometres fell 20.3% in May compared with the same period last year, global capacity slumped 34.7%. For both demand and capacity, the reductions represent an improvement on April's figures, down 25.6% and 41.6% respectively, but IATA notes that ""capacity remains unable to meet demand as a result of the loss of belly cargo operations on passenger aircraft that have been parked”. Director general Alexandre de Juniac states: ""The gap between demand and capacity shows the challenge in finding the space on the aircraft still flying to get goods to market... The prospects for air cargo remain stronger than for the passenger business, but the future is very uncertain. ""Economic activity is picking up from April lows as some economies unlock. But predicting the length and depth of the recession remains difficult.” Belly capacity for international cargo declined by two-thirds for May against the same month last year. Dedicated air cargo capacity increased by 25% as the industry made heavier use of freighters, but this was not enough to offset the lost volumes from passenger-aircraft groundings. Cargo load factor rose 10.4 percentage points in May, which, IATA notes, indicates ""pent-up demand” for air cargo that cannot be satisfied because of the ongoing groundings. In terms of regional breakdowns, air cargo tonne-kilometres fell most sharply in Europe and Latin America, with declines of 29.5% and 28.3%. Asia-Pacific and the Middle East fared only slightly better. Capacity was down at least 26% in all regions, extending to 41.9% in Europe and 51.6% in Latin America.",1-Jul-20,Airlines
100,https://www.flightglobal.com/strategy/aeromexico-files-for-bankruptcy/139074.article,Aeromexico files for bankruptcy,"Grupo Aeromexico, the parent company of Mexican flag carrier Aeromexico, has filed for Chapter 11 bankruptcy protection in the US after the coronavirus pandemic decimated its business. It is the third Latin American carrier after Colombia's Avianca and Chile's LATAM Airlines to declare bankruptcy as the fallout of the global crisis creates liquidity problems for the region's airlines. The move comes just 11 days after Aeromexico had said publicly that it had no plans to file for bankruptcy, but that it was ""evaluating alternatives to move towards a better financial position”. Reversing its earlier course, the company says it hopes to utilise the process to acquire new financing, increase its liquidity reserves and create ”a sustainable platform to succeed in an uncertain global economy”. ""Our industry faces unprecedented challenges due to significant declines in demand for air transportation,” says Aeromexico chief executive AndrÃ©s Conesa on 30 June. ""We are committed to taking the necessary measures so that we can operate effectively in this new landscape and be well prepared for a successful future when the Covid-19 pandemic is behind us.” The company will continue operations as normal, and all tickets will remain valid, the airline says. Latin American carriers are struggling as the region's governments have been much slower to respond with financial support for the air transport industry than in other parts of the world, such as North America and Europe. Billion-dollar aid packages in those regions have helped airlines stay afloat, at least temporarily, and reorganise their operations after passenger demand dropped off sharply when the coronavirus exploded into a global pandemic earlier this year. LATAM and Avianca both filed for bankruptcy protection in May in order to shield their businesses from creditors. Like Aeromexico, the airlines said they wanted to make sure they are able to restart operations smoothly when passenger demand returns and when travel restrictions are lifted. Air traffic fell by about 96% in Latin America and the Caribbean as the coronavirus pandemic reached its peak in April, and has yet to make any significant steps toward recovery. While most countries begin to lift restrictions in the coming weeks, Colombia and Argentina expect to have lockdowns in place through the end of August.",1-Jul-20,"Aeromexico, Airlines, Coronavirus, Latin America, Strategy"
